ID	SYMBOL	GENE_PRODUCT_NAME	GO_TERM	GO EVIDENCE CODE	REFERENCE	SUPERCLASS
https://identifiers.org/uniprot:Q60753	Ctf1	Cardiotrophin-1	GO:0048666	IGI	PMID:15716414	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q60780	Gas7	Growth arrest-specific protein 7	GO:0048812	IMP	PMID:9736752	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q60841	Reln	Reelin	GO:0007411	IMP	PMID:16324103	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q60841	Reln	Reelin	GO:0016358	IMP	PMID:14715136	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q60841	Reln	Reelin	GO:0016358	IGI	PMID:14715136	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q60987	Foxg1	Forkhead box protein G1	GO:0016199	IMP	PMID:15240555	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q60987	Foxg1	Forkhead box protein G1	GO:0021852	IDA	PMID:22726835	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q60987	Foxg1	Forkhead box protein G1	GO:0021954	IMP	PMID:16680166	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q60987	Foxg1	Forkhead box protein G1	GO:0048667	IMP	PMID:16691564	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61012	Gngt1	Guanine nucleotide-binding protein G(T) subunit gamma-T1	GO:0042462	IMP	PMID:18367617	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61025	Ift20	Intraflagellar transport protein 20 homolog	GO:0035845	IMP	PMID:21307337	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61025	Ift20	Intraflagellar transport protein 20 homolog	GO:0060122	IMP	PMID:25605782	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61036	Pak3	Serine/threonine-protein kinase PAK 3	GO:0060996	IGI	PMID:23509247	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61039	Hand2	Heart- and neural crest derivatives-expressed protein 2	GO:0048935	IDA	PMID:16145670	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61043	Nin	Ninein	GO:0021540	IGI	PMID:25741725	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61043	Nin	Ninein	GO:0021957	IGI	PMID:25741725	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61043	Nin	Ninein	GO:0048668	IGI	PMID:25741725	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61086	Fzd3	Frizzled-3	GO:0071679	IMP	PMID:14671310	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61292	Lamb2	Laminin subunit beta-2	GO:0007411	IGI	PMID:19295126	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61292	Lamb2	Laminin subunit beta-2	GO:0031175	IDA	PMID:20566382	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61292	Lamb2	Laminin subunit beta-2	GO:0048677	IMP	PMID:9396756	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61315	Apc	Adenomatous polyposis coli protein	GO:0007409	IMP	PMID:15207235	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61315	Apc	Adenomatous polyposis coli protein	GO:0007409	IMP	PMID:18716223	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61315	Apc	Adenomatous polyposis coli protein	GO:0007409	IGI	PMID:18716223	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61330	Cntn2	Contactin-2	GO:0007411	IMP	PMID:18550718	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61330	Cntn2	Contactin-2	GO:0007411	IGI	PMID:18550718	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61330	Cntn2	Contactin-2	GO:0007413	IMP	PMID:18650339	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61330	Cntn2	Contactin-2	GO:0031175	IGI	PMID:19458237	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61345	Foxd1	Forkhead box protein D1	GO:0007411	IMP	PMID:15509772	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61371	Ift88	Intraflagellar transport protein 88 homolog	GO:0060122	IMP	PMID:18066062	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61371	Ift88	Intraflagellar transport protein 88 homolog	GO:0060122	IGI	PMID:18066062	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61477	Nbl1	Neuroblastoma suppressor of tumorigenicity 1	GO:0048812	IDA	PMID:16325379	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61490	Alcam	CD166 antigen	GO:0007411	IMP	PMID:15345243	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61490	Alcam	CD166 antigen	GO:0008045	IMP	PMID:15345243	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61602	Gli3	Transcriptional activator GLI3	GO:0007411	IMP	PMID:15065125	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61602	Gli3	Transcriptional activator GLI3	GO:0007411	IMP	PMID:20943929	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61701	Elavl4	ELAV-like protein 4	GO:0048813	IMP	PMID:24599466	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61753	Phgdh	D-3-phosphoglycerate dehydrogenase	GO:0031175	IMP	PMID:19114063	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61772	Epha7	Ephrin type-A receptor 7	GO:0031290	IMP	PMID:15996548	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61851	Fgfr3	Fibroblast growth factor receptor 3	GO:0060385	IMP	PMID:17557302	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61879	Myh10	Myosin-10	GO:0007409	IMP	PMID:11283949	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61879	Myh10	Myosin-10	GO:0007411	IMP	PMID:15880105	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q61879	Myh10	Myosin-10	GO:0031175	IMP	PMID:15880105	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62074	Prkci	Protein kinase C iota type	GO:0042462	IMP	PMID:16267237	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62165	Dag1	Dystroglycan 1	GO:0071679	IMP	PMID:23217742	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62217	Sema5a	Semaphorin-5A	GO:0007411	IMP	PMID:12506007	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62217	Sema5a	Semaphorin-5A	GO:0048675	IGI	PMID:21835343	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62217	Sema5a	Semaphorin-5A	GO:0097485	IGI	PMID:21835343	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62217	Sema5a	Semaphorin-5A	GO:1990138	IDA	PMID:21835343	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62217	Sema5a	Semaphorin-5A	GO:1990138	IGI	PMID:21835343	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62226	Shh	Sonic hedgehog protein	GO:0007411	IDA	PMID:12679031	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62226	Shh	Sonic hedgehog protein	GO:0007411	IMP	PMID:12756179	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62226	Shh	Sonic hedgehog protein	GO:0007411	IMP	PMID:15065125	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62255	Sall3	Sal-like protein 3	GO:0021891	IMP	PMID:18260139	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62414	Neurod2	Neurogenic differentiation factor 2	GO:0048666	IMP	PMID:16203979	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q62443	Nptx1	Neuronal pentraxin-1	GO:0060385	IGI	PMID:16763034	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q63912	Omg	Oligodendrocyte-myelin glycoprotein	GO:0031102	IMP	PMID:18692574	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q63934	Pou4f2	POU domain, class 4, transcription factor 2	GO:0007409	IMP	PMID:10357904	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q63934	Pou4f2	POU domain, class 4, transcription factor 2	GO:0007411	IMP	PMID:11163266	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q63934	Pou4f2	POU domain, class 4, transcription factor 2	GO:0031290	IGI	PMID:11807038	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q63934	Pou4f2	POU domain, class 4, transcription factor 2	GO:0031290	IMP	PMID:18434421	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q63934	Pou4f2	POU domain, class 4, transcription factor 2	GO:0048675	IGI	PMID:11807038	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q63955	Pou4f3	POU domain, class 4, transcription factor 3	GO:0031290	IGI	PMID:11807038	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q63955	Pou4f3	POU domain, class 4, transcription factor 3	GO:0048675	IGI	PMID:11807038	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64010	Crk	Adapter molecule crk	GO:0016358	IGI	PMID:19074029	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64010	Crk	Adapter molecule crk	GO:0098749	IGI	PMID:19074029	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q640M6	Gdpd5	Glycerophosphodiester phosphodiesterase domain-containing protein 5	GO:0031175	IMP	PMID:17275818	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64104	Nr2e1	Nuclear receptor subfamily 2 group E member 1	GO:0021960	IMP	PMID:11997145	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64105	Spr	Sepiapterin reductase	GO:0048667	IMP	PMID:16532389	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64131	Runx3	Runt-related transcription factor 3	GO:0007411	IMP	PMID:12352981	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64131	Runx3	Runt-related transcription factor 3	GO:0031175	IMP	PMID:12352981	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q641K1	Agtpbp1	Cytosolic carboxypeptidase 1	GO:0021954	IGI	PMID:30420556	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64331	Myo6	Unconventional myosin-VI	GO:0016358	IMP	PMID:15657400	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64430	Atp7a	Copper-transporting ATPase 1	GO:0021860	IMP	PMID:2473662	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64430	Atp7a	Copper-transporting ATPase 1	GO:0021954	IMP	PMID:8174230	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64430	Atp7a	Copper-transporting ATPase 1	GO:0048812	IMP	PMID:8174230	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64430	Atp7a	Copper-transporting ATPase 1	GO:0048813	IMP	PMID:2473662	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64511	Top2b	DNA topoisomerase 2-beta	GO:0007409	IMP	PMID:10615047	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q64727	Vcl	Vinculin	GO:0048675	IGI	PMID:24623780	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q68FG0	Zc4h2	Zinc finger C4H2 domain-containing protein	GO:0003358	IMP	PMID:32094113	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q69Z98	Brsk2	Serine/threonine-protein kinase BRSK2	GO:0048812	IGI	PMID:20026642	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6AZB0	Boc	Brother of CDO	GO:0007411	IMP	PMID:17086203	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6NS60	Fbxo41	F-box only protein 41	GO:0042551	IMP	PMID:35372812	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6P238	Zfp212	Zinc finger protein 212	GO:0016358	IMP	PMID:34815492	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6PAC4	Pcare	Photoreceptor cilium actin regulator	GO:0035845	IMP	PMID:25616964	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6PCX7	Rgma	Repulsive guidance molecule A	GO:0031175	IMP	PMID:26651291	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6PDX6	Rnf220	E3 ubiquitin-protein ligase Rnf220	GO:0003358	IMP	PMID:32094113	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6PFZ1	Sec24b	Sec24b protein	GO:0002093	IMP	PMID:20215345	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6PFZ1	Sec24b	Sec24b protein	GO:0002093	IGI	PMID:20215345	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6PFZ1	Sec24b	Sec24b protein	GO:0060088	IMP	PMID:20215345	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6PFZ1	Sec24b	Sec24b protein	GO:0060088	IGI	PMID:20215345	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6PGN3	Dclk2	Serine/threonine-protein kinase DCLK2	GO:0021860	IGI	PMID:19342486	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6R891	Ppp1r9b	Neurabin-2	GO:0016358	IMP	PMID:10922077	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6XBJ3	Onecut2	One cut domain family member 2	GO:0048935	IMP	PMID:17698011	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6ZPF1	Zfp212	Zinc finger protein 212	GO:0016358	IMP	PMID:34815492	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6ZQ88	Kdm1a	Lysine-specific histone demethylase 1A	GO:1990138	IMP	PMID:25018020	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6ZQ88	Kdm1a	Lysine-specific histone demethylase 1A	GO:1990138	IGI	PMID:25018020	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q6ZQF7	Jade2	E3 ubiquitin-protein ligase Jade-2	GO:1990138	IGI	PMID:25018020	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q7TNJ5	Mcf2	Mcf2 proto-oncogene protein	GO:0016358	IMP	PMID:11940671	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q7TNM2	Trim46	Tripartite motif-containing protein 46	GO:0007409	IDA	PMID:26671463	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q7TNM2	Trim46	Tripartite motif-containing protein 46	GO:0007409	IMP	PMID:26671463	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q7TPD3	Robo2	Roundabout homolog 2	GO:0007411	IMP	PMID:15091338	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q7TPH6	Mycbp2	E3 ubiquitin-protein ligase MYCBP2	GO:0008045	IMP	PMID:18031680	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q7TPH6	Mycbp2	E3 ubiquitin-protein ligase MYCBP2	GO:0021785	IMP	PMID:18031680	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q7TPH6	Mycbp2	E3 ubiquitin-protein ligase MYCBP2	GO:0021952	IMP	PMID:18031680	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q7TPH6	Mycbp2	E3 ubiquitin-protein ligase MYCBP2	GO:0048667	IMP	PMID:18031680	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q7TRM9	Or10a4	Olfactory receptor	GO:0007411	IGI	PMID:21646512	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80SX9	Kidins220	KAP NTPase domain-containing protein	GO:0048813	IMP	PMID:19449316	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80T11	Ush1g	pre-mRNA splicing regulator USH1G	GO:0060122	IMP	PMID:18339676	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TB7	Zswim6	Zinc finger SWIM domain-containing protein 6	GO:0048812	IMP	PMID:22028030	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0007409	IDA	PMID:12097499	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0007409	IMP	PMID:12097499	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0007411	IGI	PMID:11804571	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0007411	IGI	PMID:12051827	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0007411	IDA	PMID:12954717	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0007411	IGI	PMID:15091338	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0031290	IGI	PMID:11804570	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0031290	IMP	PMID:16828733	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0031290	IGI	PMID:16828733	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0031290	IMP	PMID:16885222	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0031290	IGI	PMID:16885222	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0033563	IGI	PMID:11804571	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TR4	Slit1	Slit homolog 1 protein	GO:0048812	IGI	PMID:11804571	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80TZ9	Rere	Arginine-glutamic acid dipeptide repeats protein	GO:0048813	IMP	PMID:24466353	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80U72	Scrib	Protein scribble homolog	GO:0002093	IGI	PMID:20215345	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80U72	Scrib	Protein scribble homolog	GO:0060088	IGI	PMID:20215345	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80U72	Scrib	Protein scribble homolog	GO:0060122	IMP	PMID:21515572	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80UG2	Plxna4	Plexin-A4	GO:0007411	IMP	PMID:15814794	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80UG2	Plxna4	Plexin-A4	GO:0021793	IMP	PMID:15814794	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80UG2	Plxna4	Plexin-A4	GO:0021960	IMP	PMID:15814794	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80UG2	Plxna4	Plexin-A4	GO:0048812	IMP	PMID:15814794	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80VW5	Whrn	Whirlin	GO:0060088	IMP	PMID:27117407	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80WY3	Nanos1	Nanos homolog 1	GO:0098749	IMP	PMID:26609159	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80XQ8	Fam168b	Myelin-associated neurite-outgrowth inhibitor	GO:0007409	IMP	PMID:20716133	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80XS6	Samd4b	Protein Smaug homolog 2	GO:0098749	IMP	PMID:26609159	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80Y24	Prickle2	Prickle-like protein 2	GO:0031175	IMP	PMID:19788910	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80YX1	Tnc	Tenascin	GO:0014012	IMP	PMID:16262655	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80Z24	Negr1	Neuronal growth regulator 1	GO:0048812	IMP	PMID:30932003	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80Z71	Tnn	Tenascin-N	GO:0007409	IDA	PMID:12812753	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80ZF8	Adgrb3	Adhesion G protein-coupled receptor B3	GO:0016322	IGI	PMID:25611509	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80ZX0	Sec24b	SEC24 homolog B, COPII coat complex component	GO:0002093	IMP	PMID:20215345	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80ZX0	Sec24b	SEC24 homolog B, COPII coat complex component	GO:0002093	IGI	PMID:20215345	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80ZX0	Sec24b	SEC24 homolog B, COPII coat complex component	GO:0060088	IMP	PMID:20215345	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q80ZX0	Sec24b	SEC24 homolog B, COPII coat complex component	GO:0060088	IGI	PMID:20215345	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810B7	Slitrk5	SLIT and NTRK-like protein 5	GO:0007409	IDA	PMID:14550773	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810B7	Slitrk5	SLIT and NTRK-like protein 5	GO:0048813	IMP	PMID:20418887	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810B8	Slitrk4	SLIT and NTRK-like protein 4	GO:0007409	IDA	PMID:14550773	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810B9	Slitrk3	SLIT and NTRK-like protein 3	GO:0007409	IDA	PMID:14550773	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810C0	Slitrk2	SLIT and NTRK-like protein 2	GO:0007409	IDA	PMID:14550773	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810C1	Slitrk1	SLIT and NTRK-like protein 1	GO:0007409	IDA	PMID:14550773	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810C1	Slitrk1	SLIT and NTRK-like protein 1	GO:1990138	IMP	PMID:36085162	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810U3	Nfasc	Neurofascin	GO:0007411	IDA	PMID:15479642	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810U3	Nfasc	Neurofascin	GO:0045162	IMP	PMID:20188654	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810U4	Nrcam	Neuronal cell adhesion molecule	GO:0031290	IMP	PMID:16701205	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810U4	Nrcam	Neuronal cell adhesion molecule	GO:0045162	IMP	PMID:20188654	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q810U6	Ptprz1	Receptor-type tyrosine-protein phosphatase zeta	GO:0007409	IDA	PMID:12700241	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q811I5	Trip11	GRIP domain-containing protein	GO:0060122	IMP	PMID:25605782	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BGW3	Bhlhe23	Class E basic helix-loop-helix protein 23	GO:0046548	IMP	PMID:17255172	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BH31	Mfsd8	Major facilitator superfamily domain-containing protein 8	GO:0048666	IMP	PMID:26681805	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BKX1	Baiap2	BAR/IMD domain-containing adapter protein 2	GO:0016358	IMP	PMID:19208628	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BLE2	Mcf2	Mcf.2 transforming sequence	GO:0016358	IMP	PMID:11940671	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BLF2	Cdkl3	Cyclin-dependent kinase-like 3	GO:0097484	IMP	PMID:20347982	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BLU0	Flrt2	Leucine-rich repeat transmembrane protein FLRT2	GO:0007411	IGI	PMID:21673655	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BMF8	Gldn	Gliomedin	GO:0045162	IMP	PMID:20188654	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BMX5	Trip11	Uncharacterized protein	GO:0060122	IMP	PMID:25605782	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BNA6	Fat3	Protocadherin Fat 3	GO:0048667	IMP	PMID:21903076	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BNF7	Herc1	E3 ubiquitin-protein ligase HERC1	GO:0031175	IMP	PMID:7891151	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BNK4	Herc1	B30.2/SPRY domain-containing protein	GO:0031175	IMP	PMID:7891151	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BP67	Rpl24	Large ribosomal subunit protein eL24	GO:0031290	IMP	PMID:9331275	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BP71	Rbfox2	RNA binding protein fox-1 homolog 2	GO:0048813	IMP	PMID:22357600	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot:Q8BR49	Herc1	Uncharacterized protein	GO:0031175	IMP	PMID:7891151	http://purl.obolibrary.org/obo/PR_000000001
