cl_class	cl_label	Cell_type	Marker_set	Minimal_markers	Minimal_markers_label	Organ	Species	Species_abbv	Organ_region	Parent	FBeta_confidence_score	Marker_set_xref	cxg_dataset_title	CL_agreed
		Sst_14	CLM:1001160	ensembl:ENSG00000115616|ensembl:ENSG00000185483|ensembl:ENSG00000112319	SLC9A2|ROR1|EYA4	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.46314741035856577	https://doi.org/10.5281/zenodo.11165918		False
		Sst_15	CLM:1001161	ensembl:ENSG00000197635|ensembl:ENSG00000129595|ensembl:ENSG00000164946|ensembl:ENSG00000114805	DPP4|EPB41L4A|FREM1|PLCH1	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.45995670995671	https://doi.org/10.5281/zenodo.11165918		False
		Sst_16	CLM:1001162	ensembl:ENSG00000227115|ensembl:ENSG00000276644|ensembl:ENSG00000134215	LINC01630|DACH1|VAV3	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.6000000000000001	https://doi.org/10.5281/zenodo.11165918		False
		Sst_17	CLM:1001163	ensembl:ENSG00000007062|ensembl:ENSG00000064655|ensembl:ENSG00000114805	PROM1|EYA2|PLCH1	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.40226063829787234	https://doi.org/10.5281/zenodo.11165918		False
		Sst_18	CLM:1001164	ensembl:ENSG00000165675|ensembl:ENSG00000168081|ensembl:ENSG00000157005|ensembl:ENSG00000189056	ENOX2|PNOC|SST|RELN	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.34307875894988066	https://doi.org/10.5281/zenodo.11165918		False
		Sst_19	CLM:1001165	ensembl:ENSG00000129595|ensembl:ENSG00000179399|ensembl:ENSG00000114805	EPB41L4A|GPC5|PLCH1	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.7339449541284404	https://doi.org/10.5281/zenodo.11165918		False
		Sst_20	CLM:1001166	ensembl:ENSG00000186867|ensembl:ENSG00000019991|ensembl:ENSG00000189056	QRFPR|HGF|RELN	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.4671717171717172	https://doi.org/10.5281/zenodo.11165918		False
		Sst_21	CLM:1001167	ensembl:ENSG00000154188|ensembl:ENSG00000138829|ensembl:ENSG00000171502	ANGPT1|FBN2|COL24A1	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.48315602836879434	https://doi.org/10.5281/zenodo.11165918		False
		Sst_22	CLM:1001168	ensembl:ENSG00000129595|ensembl:ENSG00000077943|ensembl:ENSG00000157005	EPB41L4A|ITGA8|SST	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.4351032448377581	https://doi.org/10.5281/zenodo.11165918		False
		Sst_23	CLM:1001169	ensembl:ENSG00000135842|ensembl:ENSG00000007062|ensembl:ENSG00000144229	NIBAN1|PROM1|THSD7B	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.6134686346863469	https://doi.org/10.5281/zenodo.11165918		False
		Sst_24	CLM:1001170	ensembl:ENSG00000138653|ensembl:ENSG00000153162|ensembl:ENSG00000167306	NDST4|BMP6|MYO5B	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.37790697674418605	https://doi.org/10.5281/zenodo.11165918		False
		Sst_25	CLM:1001171	ensembl:ENSG00000197299|ensembl:ENSG00000104327|ensembl:ENSG00000152953	BLM|CALB1|STK32B	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.45689655172413796	https://doi.org/10.5281/zenodo.11165918		False
		Sst_26	CLM:1001172	ensembl:ENSG00000196549|ensembl:ENSG00000138829|ensembl:ENSG00000005059	MME|FBN2|MCUB	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.2326233183856502	https://doi.org/10.5281/zenodo.11165918		False
		Sst_27	CLM:1001173	ensembl:ENSG00000151617|ensembl:ENSG00000198786|ensembl:ENSG00000164946|ensembl:ENSG00000157005	EDNRA|MT-ND5|FREM1|SST	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.39168937329700276	https://doi.org/10.5281/zenodo.11165918		False
		Sst_28	CLM:1001174	ensembl:ENSG00000007062|ensembl:ENSG00000138653|ensembl:ENSG00000137672	PROM1|NDST4|TRPC6	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5884615384615385	https://doi.org/10.5281/zenodo.11165918		False
		Sst_29	CLM:1001175	ensembl:ENSG00000197594|ensembl:ENSG00000186867|ensembl:ENSG00000154864	ENPP1|QRFPR|PIEZO2	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.41353383458646614	https://doi.org/10.5281/zenodo.11165918		False
		Sst_30	CLM:1001176	ensembl:ENSG00000134250|ensembl:ENSG00000147246|ensembl:ENSG00000138829	NOTCH2|HTR2C|FBN2	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.4063786008230453	https://doi.org/10.5281/zenodo.11165918		False
		Sst_31	CLM:1001177	ensembl:ENSG00000162998|ensembl:ENSG00000054803|ensembl:ENSG00000143248|ensembl:ENSG00000071205	FRZB|CBLN4|RGS5_ENSG00000143248|ARHGAP10	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.4743083003952569	https://doi.org/10.5281/zenodo.11165918		False
		Sst_32	CLM:1001178	ensembl:ENSG00000164120|ensembl:ENSG00000181195|ensembl:ENSG00000064655	HPGD|PENK|EYA2	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.40567282321899734	https://doi.org/10.5281/zenodo.11165918		False
		Sst_33	CLM:1001179	ensembl:ENSG00000080200|ensembl:ENSG00000153162|ensembl:ENSG00000147246	CRYBG3|BMP6|HTR2C	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.39086687306501544	https://doi.org/10.5281/zenodo.11165918		False
		Sst_34	CLM:1001180	ensembl:ENSG00000137473|ensembl:ENSG00000152284	TTC29|TCF7L1	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.565749235474006	https://doi.org/10.5281/zenodo.11165918		False
		Sst_35	CLM:1001181	ensembl:ENSG00000123612|ensembl:ENSG00000064655|ensembl:ENSG00000119283	ACVR1C|EYA2|TRIM67	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5226480836236933	https://doi.org/10.5281/zenodo.11165918		False
		Sst_36	CLM:1001182	ensembl:ENSG00000186439|ensembl:ENSG00000213949|ensembl:ENSG00000116117|ensembl:ENSG00000114805	TRDN|ITGA1|PARD3B|PLCH1	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.6381381381381382	https://doi.org/10.5281/zenodo.11165918		False
		Sst_37	CLM:1001183	ensembl:ENSG00000007062|ensembl:ENSG00000145708|ensembl:ENSG00000157005	PROM1|CRHBP|SST	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5	https://doi.org/10.5281/zenodo.11165918		False
		VLMC_1	CLM:1001184	ensembl:ENSG00000149591|ensembl:ENSG00000107796	TAGLN|ACTA2	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.8559498956158662	https://doi.org/10.5281/zenodo.11165918		False
		VLMC_2	CLM:1001185	ensembl:ENSG00000173638|ensembl:ENSG00000158270	SLC19A1|COLEC12	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.876753507014028	https://doi.org/10.5281/zenodo.11165918		False
		Vip_1	CLM:1001186	ensembl:ENSG00000102755|ensembl:ENSG00000137269|ensembl:ENSG00000234965	FLT1|LRRC1|SHISA8	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.400763358778626	https://doi.org/10.5281/zenodo.11165918		False
		Vip_2	CLM:1001187	ensembl:ENSG00000115461|ensembl:ENSG00000146477|ensembl:ENSG00000107317|ensembl:ENSG00000146469	IGFBP5|SLC22A3|PTGDS|VIP	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.4741379310344827	https://doi.org/10.5281/zenodo.11165918		False
		Vip_3	CLM:1001188	ensembl:ENSG00000172987|ensembl:ENSG00000137672|ensembl:ENSG00000146469	HPSE2|TRPC6|VIP	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.40249999999999997	https://doi.org/10.5281/zenodo.11165918		False
		Vip_4	CLM:1001189	ensembl:ENSG00000114251|ensembl:ENSG00000154175|ensembl:ENSG00000038427	WNT5A|ABI3BP|VCAN	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.546875	https://doi.org/10.5281/zenodo.11165918		False
		Vip_5	CLM:1001190	ensembl:ENSG00000227115|ensembl:ENSG00000145703|ensembl:ENSG00000187720	LINC01630|IQGAP2|THSD4	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.4801324503311257	https://doi.org/10.5281/zenodo.11165918		False
		Vip_6	CLM:1001191	ensembl:ENSG00000198732|ensembl:ENSG00000145703|ensembl:ENSG00000116117	SMOC1|IQGAP2|PARD3B	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5082179930795848	https://doi.org/10.5281/zenodo.11165918		False
		Vip_7	CLM:1001192	ensembl:ENSG00000118523|ensembl:ENSG00000189184|ensembl:ENSG00000075223|ensembl:ENSG00000172987	CCN2|PCDH18|SEMA3C|HPSE2	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.40059347181008903	https://doi.org/10.5281/zenodo.11165918		False
		Vip_8	CLM:1001193	ensembl:ENSG00000146530|ensembl:ENSG00000179314|ensembl:ENSG00000126733	VWDE|WSCD1|DACH2	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.3183962264150943	https://doi.org/10.5281/zenodo.11165918		False
		Vip_9	CLM:1001194	ensembl:ENSG00000151012|ensembl:ENSG00000136205|ensembl:ENSG00000150722|ensembl:ENSG00000082438	SLC7A11|TNS3|PPP1R1C|COBLL1	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.48302107728337235	https://doi.org/10.5281/zenodo.11165918		False
		Vip_10	CLM:1001195	ensembl:ENSG00000154175|ensembl:ENSG00000178342|ensembl:ENSG00000116117	ABI3BP|KCNG2|PARD3B	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5405405405405405	https://doi.org/10.5281/zenodo.11165918		False
		Vip_11	CLM:1001196	ensembl:ENSG00000154175|ensembl:ENSG00000140563|ensembl:ENSG00000146477|ensembl:ENSG00000184500	ABI3BP|MCTP2|SLC22A3|PROS1	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.43523676880222845	https://doi.org/10.5281/zenodo.11165918		False
		Vip_12	CLM:1001197	ensembl:ENSG00000151012|ensembl:ENSG00000137252|ensembl:ENSG00000151491	SLC7A11|HCRTR2|EPS8	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5889057750759878	https://doi.org/10.5281/zenodo.11165918		False
		Vip_13	CLM:1001198	ensembl:ENSG00000147488|ensembl:ENSG00000107317|ensembl:ENSG00000146469	ST18|PTGDS|VIP	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.42776639344262285	https://doi.org/10.5281/zenodo.11165918		False
		Vip_14	CLM:1001199	ensembl:ENSG00000147488|ensembl:ENSG00000183960|ensembl:ENSG00000154975|ensembl:ENSG00000146469	ST18|KCNH8|CA10|VIP	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5968468468468467	https://doi.org/10.5281/zenodo.11165918		False
		Vip_15	CLM:1001200	ensembl:ENSG00000197321|ensembl:ENSG00000146469	SVIL|VIP	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.6172360248447205	https://doi.org/10.5281/zenodo.11165918		False
		Vip_16	CLM:1001201	ensembl:ENSG00000138653|ensembl:ENSG00000075223|ensembl:ENSG00000147246|ensembl:ENSG00000146469	NDST4|SEMA3C|HTR2C|VIP	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.38	https://doi.org/10.5281/zenodo.11165918		False
		Vip_17	CLM:1001202	ensembl:ENSG00000181195|ensembl:ENSG00000116117	PENK|PARD3B	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.6040502793296089	https://doi.org/10.5281/zenodo.11165918		False
		Vip_18	CLM:1001203	ensembl:ENSG00000086991|ensembl:ENSG00000143171|ensembl:ENSG00000138653	NOX4|RXRG|NDST4	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.38953488372093026	https://doi.org/10.5281/zenodo.11165918		False
		Vip_19	CLM:1001204	ensembl:ENSG00000102924|ensembl:ENSG00000147246|ensembl:ENSG00000146469	CBLN1|HTR2C|VIP	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5353075170842825	https://doi.org/10.5281/zenodo.11165918		False
		Vip_20	CLM:1001205	ensembl:ENSG00000102924|ensembl:ENSG00000106018|ensembl:ENSG00000150722|ensembl:ENSG00000146469	CBLN1|VIPR2|PPP1R1C|VIP	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.3658536585365853	https://doi.org/10.5281/zenodo.11165918		False
		Vip_21	CLM:1001206	ensembl:ENSG00000128918|ensembl:ENSG00000169071	ALDH1A2|ROR2	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.6180811808118081	https://doi.org/10.5281/zenodo.11165918		False
		Vip_22	CLM:1001207	ensembl:ENSG00000154175|ensembl:ENSG00000151012|ensembl:ENSG00000151617	ABI3BP|SLC7A11|EDNRA	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5279126213592233	https://doi.org/10.5281/zenodo.11165918		False
		Vip_23	CLM:1001208	ensembl:ENSG00000183960|ensembl:ENSG00000151617|ensembl:ENSG00000117009	KCNH8|EDNRA|KMO	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.54251269035533	https://doi.org/10.5281/zenodo.11165918		False
		Vip_24	CLM:1001209	ensembl:ENSG00000150551|ensembl:ENSG00000168913|ensembl:ENSG00000120903	LYPD1|ENHO|CHRNA2	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.36276223776223776	https://doi.org/10.5281/zenodo.11165918		False
		Vip_25	CLM:1001210	ensembl:ENSG00000086991|ensembl:ENSG00000145703|ensembl:ENSG00000054803	NOX4|IQGAP2|CBLN4	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5275229357798166	https://doi.org/10.5281/zenodo.11165918		False
		Vip_26	CLM:1001211	ensembl:ENSG00000075223|ensembl:ENSG00000227115|ensembl:ENSG00000172987|ensembl:ENSG00000166863	SEMA3C|LINC01630|HPSE2|TAC3	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5947955390334573	https://doi.org/10.5281/zenodo.11165918		False
		Vip_27	CLM:1001212	ensembl:ENSG00000126733|ensembl:ENSG00000175344|ensembl:ENSG00000228824|ensembl:ENSG00000146469	DACH2|CHRNA7|MIR4500HG|VIP	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.5466778805719091	https://doi.org/10.5281/zenodo.11165918		False
		Vip_28	CLM:1001213	ensembl:ENSG00000147246|ensembl:ENSG00000011465	HTR2C|DCN	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.3763440860215054	https://doi.org/10.5281/zenodo.11165918		False
		Vip_29	CLM:1001214	ensembl:ENSG00000145703|ensembl:ENSG00000123700|ensembl:ENSG00000006128|ensembl:ENSG00000167306|ensembl:ENSG00000146469	IQGAP2|KCNJ2|TAC1|MYO5B|VIP	Brain	NCBITaxon:9606	Human	UBERON:0001950	SO:0001260	0.49180327868852464	https://doi.org/10.5281/zenodo.11165918		False
